Brand,Product,Variant Scope,Affected Variants,Current Category,Current Weight(s),Corrected Ship Class,Rec L,Rec W,Rec H,Recommended Site Weight,Delta Min,Delta Max,Match Source,Confidence,Action,Reason
🏎️ TOYOTA,ETi Supra GT-Wing G,All variants,4,Standard Spoiler / Wing,0.0/0.0/0.0/0.0,Standard Spoiler / Wing,133.0,43.0,26.0,30.0,30.0,30.0,Cleaned category P75,High,UPDATE SITE,Generic standard-wing fallback; exact vehicle evidence preferred. Representative carton: A-DE5-RS-AR2& / OD-0022319. Representative carton: B-YARISGR-RS-GV / OD-0027494.
🏎️ TOYOTA,ETi Supra GT-Wing E36 (170×35),All variants,4,Standard Spoiler / Wing,0.0/0.0/0.0/0.0,Standard Spoiler / Wing,133.0,43.0,26.0,30.0,30.0,30.0,Cleaned category P75,High,UPDATE SITE,Generic standard-wing fallback; exact vehicle evidence preferred. Representative carton: A-DE5-RS-AR2& / OD-0022319. Representative carton: B-YARISGR-RS-GV / OD-0027494.
🏎️ TOYOTA,ETi Supra GT-Wing H (150×27),All variants,4,Standard Spoiler / Wing,0.0/0.0/0.0/0.0,Standard Spoiler / Wing,133.0,43.0,26.0,30.0,30.0,30.0,Cleaned category P75,High,UPDATE SITE,Generic standard-wing fallback; exact vehicle evidence preferred. Representative carton: A-DE5-RS-AR2& / OD-0022319. Representative carton: B-YARISGR-RS-GV / OD-0027494.
🏎️ TOYOTA,Supra GReddy Short Style Body Kit,All variants,4,Kits / Accessories / Trim,0.0/0.0/0.0/0.0,Kits / Accessories / Trim,,,,,,,Manual review,Manual,REVIEW,Body kit / Accessory / Trim requiring manual configuration.
🏎️ TOYOTA,Supra Max-TRD Style Body Kit,All variants,4,Kits / Accessories / Trim,0.0/0.0/0.0/0.0,Kits / Accessories / Trim,,,,,,,Manual review,Manual,REVIEW,Body kit / Accessory / Trim requiring manual configuration.
🏎️ TOYOTA,Supra Ridox + Top Secret Style Body Kit,All variants,16,Kits / Accessories / Trim,0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0,Kits / Accessories / Trim,,,,,,,Manual review,Manual,REVIEW,Body kit / Accessory / Trim requiring manual configuration.
🏎️ MITSUBISHI,Mitsubishi Space Wagon ETi Body Kit,All variants,38,Kits / Accessories / Trim,0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0,Kits / Accessories / Trim,,,,,,,Manual review,Manual,REVIEW,Body kit / Accessory / Trim requiring manual configuration.
🏎️ MITSUBISHI,Mitsubishi Lancer EVO X Varis Body Kit,All variants,5,Kits / Accessories / Trim,0.0/0.0/0.0/0.0/0.0,Kits / Accessories / Trim,,,,,,,Manual review,Manual,REVIEW,Body kit / Accessory / Trim requiring manual configuration.
🏎️ MITSUBISHI,Mitsubishi Lancer EVO X Step 2 Body Kit,All variants,50,Kits / Accessories / Trim,0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0,Kits / Accessories / Trim,,,,,,,Manual review,Manual,REVIEW,Body kit / Accessory / Trim requiring manual configuration.
🏎️ MITSUBISHI,Mitsubishi Lancer EVO X Step 1 Body Kit,All variants,44,Kits / Accessories / Trim,0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0,Kits / Accessories / Trim,,,,,,,Manual review,Manual,REVIEW,Body kit / Accessory / Trim requiring manual configuration.
🏎️ MITSUBISHI,Mitsubishi Lancer EVO X (EX-Body Conversion) V2 Body Kit,All variants,11,Kits / Accessories / Trim,0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0,Kits / Accessories / Trim,,,,,,,Manual review,Manual,REVIEW,Body kit / Accessory / Trim requiring manual configuration.
🏎️ MITSUBISHI,Mitsubishi GTO 99 ETi Wide Body GT Body Kit,All variants,36,Kits / Accessories / Trim,0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0,Kits / Accessories / Trim,,,,,,,Manual review,Manual,REVIEW,Body kit / Accessory / Trim requiring manual configuration.
🏎️ MITSUBISHI,Mitsubishi GTO 99 ETi Wide Body Kit,All variants,30,Kits / Accessories / Trim,0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0,Kits / Accessories / Trim,,,,,,,Manual review,Manual,REVIEW,Body kit / Accessory / Trim requiring manual configuration.
🏎️ MITSUBISHI,Mitsubishi GTO 99 ETi Body Kit,All variants,23,Kits / Accessories / Trim,0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0,Kits / Accessories / Trim,,,,,,,Manual review,Manual,REVIEW,Body kit / Accessory / Trim requiring manual configuration.
🏎️ MITSUBISHI,Mitsubishi GTO 94-97 Body Kit,All variants,11,Kits / Accessories / Trim,0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0,Kits / Accessories / Trim,,,,,,,Manual review,Manual,REVIEW,Body kit / Accessory / Trim requiring manual configuration.
🏎️ MITSUBISHI,Mitsubishi GTO 94-97 C-West Body Kit,All variants,16,Kits / Accessories / Trim,0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0,Kits / Accessories / Trim,,,,,,,Manual review,Manual,REVIEW,Body kit / Accessory / Trim requiring manual configuration.
🏎️ MITSUBISHI,Mitsubishi GTO 91-93 ETi Kaze Body Kit,All variants,21,Kits / Accessories / Trim,0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0,Kits / Accessories / Trim,,,,,,,Manual review,Manual,REVIEW,Body kit / Accessory / Trim requiring manual configuration.
🏎️ MITSUBISHI,Mitsubishi FTO Kaze Body Kit,All variants,11,Kits / Accessories / Trim,0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0,Kits / Accessories / Trim,,,,,,,Manual review,Manual,REVIEW,Body kit / Accessory / Trim requiring manual configuration.
🏎️ MITSUBISHI,Mitsubishi FTO BOZZ Speed Body Kit,All variants,11,Kits / Accessories / Trim,0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0,Kits / Accessories / Trim,,,,,,,Manual review,Manual,REVIEW,Body kit / Accessory / Trim requiring manual configuration.
🏎️ MITSUBISHI,Mitsubishi EVO 9 Voltex for Street Body Kit,All variants,14,Kits / Accessories / Trim,0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0,Kits / Accessories / Trim,,,,,,,Manual review,Manual,REVIEW,Body kit / Accessory / Trim requiring manual configuration.
🏎️ MITSUBISHI,MITSUBISHI EVO9 VARIS Body Kit,All variants,4,Kits / Accessories / Trim,0.0/0.0/0.0/0.0,Kits / Accessories / Trim,,,,,,,Manual review,Manual,REVIEW,Body kit / Accessory / Trim requiring manual configuration.
🏎️ MITSUBISHI,Mitsubishi EVO 7 Monster Body Kit,All variants,5,Kits / Accessories / Trim,0.0/0.0/0.0/0.0/0.0,Kits / Accessories / Trim,,,,,,,Manual review,Manual,REVIEW,Body kit / Accessory / Trim requiring manual configuration.
🏎️ MITSUBISHI,MITSUBISHI EVO7 EVO7 Body Kit,All variants,11,Kits / Accessories / Trim,0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0,Kits / Accessories / Trim,,,,,,,Manual review,Manual,REVIEW,Body kit / Accessory / Trim requiring manual configuration.
🏎️ MITSUBISHI,Mitsubishi EVO X Voltex Body Kit,All variants,10,Kits / Accessories / Trim,0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0,Kits / Accessories / Trim,,,,,,,Manual review,Manual,REVIEW,Body kit / Accessory / Trim requiring manual configuration.
🏎️ MITSUBISHI,Mitsubishi EVO X Varis (Carbon) Body Kit,All variants,9,Kits / Accessories / Trim,0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0,Kits / Accessories / Trim,,,,,,,Manual review,Manual,REVIEW,Body kit / Accessory / Trim requiring manual configuration.
🏎️ MITSUBISHI,Mitsubishi EVO X Varis ABS Body Kit,All variants,14,Kits / Accessories / Trim,0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0,Kits / Accessories / Trim,,,,,,,Manual review,Manual,REVIEW,Body kit / Accessory / Trim requiring manual configuration.
🏎️ MITSUBISHI,Mitsubishi EVO X Standard Body Kit,All variants,50,Kits / Accessories / Trim,0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0,Kits / Accessories / Trim,,,,,,,Manual review,Manual,REVIEW,Body kit / Accessory / Trim requiring manual configuration.
🏎️ MITSUBISHI,Mitsubishi EVO X Ralliart Body Kit,All variants,5,Kits / Accessories / Trim,0.0/0.0/0.0/0.0/0.0,Kits / Accessories / Trim,,,,,,,Manual review,Manual,REVIEW,Body kit / Accessory / Trim requiring manual configuration.
🏎️ MITSUBISHI,Mitsubishi EVO X Charge Speed Body Kit,All variants,5,Kits / Accessories / Trim,0.0/0.0/0.0/0.0/0.0,Kits / Accessories / Trim,,,,,,,Manual review,Manual,REVIEW,Body kit / Accessory / Trim requiring manual configuration.
🏎️ MITSUBISHI,Mitsubishi EVO 7/8 Standard Body Kit,All variants,16,Kits / Accessories / Trim,0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0,Kits / Accessories / Trim,,,,,,,Manual review,Manual,REVIEW,Body kit / Accessory / Trim requiring manual configuration.
🏎️ MITSUBISHI,Mitsubishi EVO 7/8 ING+1 Monster Body Kit,All variants,14,Kits / Accessories / Trim,0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0,Kits / Accessories / Trim,,,,,,,Manual review,Manual,REVIEW,Body kit / Accessory / Trim requiring manual configuration.
🏎️ MITSUBISHI,Mitsubishi EVO 7/8 ING+1 Body Kit,All variants,16,Kits / Accessories / Trim,0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0,Kits / Accessories / Trim,,,,,,,Manual review,Manual,REVIEW,Body kit / Accessory / Trim requiring manual configuration.
🏎️ MITSUBISHI,Mitsubishi EVO 7/8 EVO 8 Body Kit,All variants,10,Kits / Accessories / Trim,0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0,Kits / Accessories / Trim,,,,,,,Manual review,Manual,REVIEW,Body kit / Accessory / Trim requiring manual configuration.
🏎️ MITSUBISHI,Mitsubishi EVO 8/9 Voltex Style Time Attack Kit,All variants,40,Kits / Accessories / Trim,0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0,Kits / Accessories / Trim,,,,,,,Manual review,Manual,REVIEW,Body kit / Accessory / Trim requiring manual configuration.
🏎️ MITSUBISHI,Mitsubishi EVO 8/9 HKS Style Widebody Kit,All variants,50,Kits / Accessories / Trim,0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0,Kits / Accessories / Trim,,,,,,,Manual review,Manual,REVIEW,Body kit / Accessory / Trim requiring manual configuration.
🏎️ MITSUBISHI,ETi Mitsubishi Space Wagon ETi V2 Carbon Fiber Spoiler,All variants,4,Standard Spoiler / Wing,0.0/0.0/0.0/0.0,Standard Spoiler / Wing,133.0,43.0,26.0,30.0,30.0,30.0,Cleaned category P75,High,UPDATE SITE,Generic standard-wing fallback; exact vehicle evidence preferred. Representative carton: A-DE5-RS-AR2& / OD-0022319. Representative carton: B-YARISGR-RS-GV / OD-0027494.
🏎️ MITSUBISHI,ETi Mitsubishi Space Wagon ETi Carbon Fiber Spoiler,All variants,4,Standard Spoiler / Wing,0.0/0.0/0.0/0.0,Standard Spoiler / Wing,133.0,43.0,26.0,30.0,30.0,30.0,Cleaned category P75,High,UPDATE SITE,Generic standard-wing fallback; exact vehicle evidence preferred. Representative carton: A-DE5-RS-AR2& / OD-0022319. Representative carton: B-YARISGR-RS-GV / OD-0027494.
🏎️ MITSUBISHI,ETi Mitsubishi EVO X Varis Carbon Fiber Spoiler,All variants,4,Standard Spoiler / Wing,0.0/0.0/0.0/0.0,Standard Spoiler / Wing,133.0,43.0,26.0,30.0,30.0,30.0,Cleaned category P75,High,UPDATE SITE,Generic standard-wing fallback; exact vehicle evidence preferred. Representative carton: A-DE5-RS-AR2& / OD-0022319. Representative carton: B-YARISGR-RS-GV / OD-0027494.
🏎️ MITSUBISHI,ETi Mitsubishi EVO X OEM Carbon Fiber Spoiler,All variants,4,Standard Spoiler / Wing,0.0/0.0/0.0/0.0,Standard Spoiler / Wing,133.0,43.0,26.0,30.0,30.0,30.0,Cleaned category P75,High,UPDATE SITE,Generic standard-wing fallback; exact vehicle evidence preferred. Representative carton: A-DE5-RS-AR2& / OD-0022319. Representative carton: B-YARISGR-RS-GV / OD-0027494.
🏎️ MITSUBISHI,ETi Mitsubishi EVO 8 OEM Carbon Fiber Spoiler,All variants,4,Standard Spoiler / Wing,0.0/0.0/0.0/0.0,Standard Spoiler / Wing,133.0,43.0,26.0,30.0,30.0,30.0,Cleaned category P75,High,UPDATE SITE,Generic standard-wing fallback; exact vehicle evidence preferred. Representative carton: A-DE5-RS-AR2& / OD-0022319. Representative carton: B-YARISGR-RS-GV / OD-0027494.
🏎️ MITSUBISHI,ETi Mitsubishi EVO 7 OEM Carbon Fiber Spoiler,All variants,4,Standard Spoiler / Wing,0.0/0.0/0.0/0.0,Standard Spoiler / Wing,133.0,43.0,26.0,30.0,30.0,30.0,Cleaned category P75,High,UPDATE SITE,Generic standard-wing fallback; exact vehicle evidence preferred. Representative carton: A-DE5-RS-AR2& / OD-0022319. Representative carton: B-YARISGR-RS-GV / OD-0027494.
🏎️ MITSUBISHI,ETi Mitsubishi EVO X Carbon Fiber Roof,All variants,4,Kits / Accessories / Trim,0.0/0.0/0.0/0.0,Kits / Accessories / Trim,,,,,,,Manual review,Manual,REVIEW,Body kit / Accessory / Trim requiring manual configuration.
🏎️ MITSUBISHI,ETi Mitsubishi GTO Carbon Fiber Roof,All variants,4,Kits / Accessories / Trim,0.0/0.0/0.0/0.0,Kits / Accessories / Trim,,,,,,,Manual review,Manual,REVIEW,Body kit / Accessory / Trim requiring manual configuration.
🏎️ MITSUBISHI,ETi Mitsubishi GTO (Sunroof) Carbon Fiber Roof,All variants,4,Kits / Accessories / Trim,0.0/0.0/0.0/0.0,Kits / Accessories / Trim,,,,,,,Manual review,Manual,REVIEW,Body kit / Accessory / Trim requiring manual configuration.
🏎️ MITSUBISHI,ETi Mitsubishi EVO X Carbon Fiber Trunk,All variants,8,Trunk / Boot,0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0,Trunk / Boot,132.0,73.0,42.0,81.0,81.0,81.0,Cleaned category P75,Low,UPDATE SITE,Bimodal by chassis. Use exact vehicle profile only; otherwise retain current value and review. Representative carton: A-E46-TRUNK-OE / OD-0017474.
🏎️ MITSUBISHI,ETi Mitsubishi EVO 7 Carbon Fiber Trunk,All variants,8,Trunk / Boot,0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0,Trunk / Boot,132.0,73.0,42.0,81.0,81.0,81.0,Cleaned category P75,Low,UPDATE SITE,Bimodal by chassis. Use exact vehicle profile only; otherwise retain current value and review. Representative carton: A-E46-TRUNK-OE / OD-0017474.
🏎️ MITSUBISHI,ETi Mitsubishi Triton 2023 Front Carbon Fiber Doors,All variants,8,Door,0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0,Door,118.0,62.0,34.0,50.0,50.0,50.0,Cleaned category P75,Low,UPDATE SITE,Only three clean observations. Exact match only; pairs require manual confirmation. Representative carton: A-LP550-DOOR-IN / OD-0026429.
🏎️ MITSUBISHI,ETi Mitsubishi Triton 2022 Rear Carbon Fiber Doors,All variants,8,Door,0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0,Door,118.0,62.0,34.0,50.0,50.0,50.0,Cleaned category P75,Low,UPDATE SITE,Only three clean observations. Exact match only; pairs require manual confirmation. Representative carton: A-LP550-DOOR-IN / OD-0026429.
🏎️ MITSUBISHI,ETi Mitsubishi Triton 2022 Front Carbon Fiber Doors,All variants,8,Door,0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0,Door,118.0,62.0,34.0,50.0,50.0,50.0,Cleaned category P75,Low,UPDATE SITE,Only three clean observations. Exact match only; pairs require manual confirmation. Representative carton: A-LP550-DOOR-IN / OD-0026429.
🏎️ MITSUBISHI,ETi Mitsubishi EVO X Rear Carbon Fiber Doors,All variants,8,Door,0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0,Door,118.0,62.0,34.0,50.0,50.0,50.0,Cleaned category P75,Low,UPDATE SITE,Only three clean observations. Exact match only; pairs require manual confirmation. Representative carton: A-LP550-DOOR-IN / OD-0026429.
🏎️ MITSUBISHI,ETi Mitsubishi EVO 7/8/9 Front Carbon Fiber Doors,All variants,8,Door,0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0,Door,118.0,62.0,34.0,50.0,50.0,50.0,Cleaned category P75,Low,UPDATE SITE,Only three clean observations. Exact match only; pairs require manual confirmation. Representative carton: A-LP550-DOOR-IN / OD-0026429.
🏎️ MITSUBISHI,ETi Mitsubishi Attack OEM Carbon Fiber Hood,All variants,8,Hood Standard,0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0,Hood — Standard,170.0,133.0,16.0,73.0,73.0,73.0,Cleaned category P75,High,UPDATE SITE,Retain the established ETi standard hood tier.
🏎️ MITSUBISHI,ETi Mitsubishi Triton 2023 OEM Carbon Fiber Hood,All variants,8,Hood Standard,0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0,Hood — Standard,170.0,133.0,16.0,73.0,73.0,73.0,Cleaned category P75,High,UPDATE SITE,Retain the established ETi standard hood tier.
🏎️ MITSUBISHI,ETi Mitsubishi Triton 2022 OEM Carbon Fiber Hood,All variants,8,Hood Standard,0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0,Hood — Standard,170.0,133.0,16.0,73.0,73.0,73.0,Cleaned category P75,High,UPDATE SITE,Retain the established ETi standard hood tier.
🏎️ MITSUBISHI,ETi Mitsubishi Triton OEM Carbon Fiber Hood,All variants,8,Hood Standard,0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0,Hood — Standard,170.0,133.0,16.0,73.0,73.0,73.0,Cleaned category P75,High,UPDATE SITE,Retain the established ETi standard hood tier.
🏎️ MITSUBISHI,ETi Mitsubishi Space Wagon ETi Carbon Fiber Hood,All variants,8,Hood Standard,0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0,Hood — Standard,170.0,133.0,16.0,73.0,73.0,73.0,Cleaned category P75,High,UPDATE SITE,Retain the established ETi standard hood tier.
🏎️ MITSUBISHI,ETi Mitsubishi Space Wagon OEM Carbon Fiber Hood,All variants,8,Hood Standard,0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0,Hood — Standard,170.0,133.0,16.0,73.0,73.0,73.0,Cleaned category P75,High,UPDATE SITE,Retain the established ETi standard hood tier.
🏎️ MITSUBISHI,ETi Mitsubishi Colt 04 ETi Carbon Fiber Hood,All variants,8,Hood Standard,0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0,Hood — Standard,170.0,133.0,16.0,73.0,73.0,73.0,Cleaned category P75,High,UPDATE SITE,Retain the established ETi standard hood tier.
🏎️ MITSUBISHI,ETi Mitsubishi Colt 94 ETi Carbon Fiber Hood,All variants,8,Hood Standard,0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0,Hood — Standard,170.0,133.0,16.0,73.0,73.0,73.0,Cleaned category P75,High,UPDATE SITE,Retain the established ETi standard hood tier.
🏎️ MITSUBISHI,ETi Mitsubishi GTO 99 ETi GT2 Carbon Fiber Hood,All variants,8,Hood Standard,0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0,Hood — Standard,170.0,133.0,16.0,73.0,73.0,73.0,Cleaned category P75,High,UPDATE SITE,Retain the established ETi standard hood tier.
🏎️ MITSUBISHI,ETi Mitsubishi GTO 99 ETi GT Carbon Fiber Hood,All variants,8,Hood Standard,0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0,Hood — Standard,170.0,133.0,16.0,73.0,73.0,73.0,Cleaned category P75,High,UPDATE SITE,Retain the established ETi standard hood tier.
🏎️ MITSUBISHI,ETi Mitsubishi GTO 99 ETi Carbon Fiber Hood,All variants,8,Hood Standard,0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0,Hood — Standard,170.0,133.0,16.0,73.0,73.0,73.0,Cleaned category P75,High,UPDATE SITE,Retain the established ETi standard hood tier.
🏎️ MITSUBISHI,ETi Mitsubishi GTO 91-93 ETi Carbon Fiber Hood,All variants,8,Hood Standard,0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0,Hood — Standard,170.0,133.0,16.0,73.0,73.0,73.0,Cleaned category P75,High,UPDATE SITE,Retain the established ETi standard hood tier.
🏎️ MITSUBISHI,ETi Mitsubishi EVO X Carbon Fiber Hood,All variants,8,Hood Standard,0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0,Hood — Standard,170.0,133.0,16.0,73.0,73.0,73.0,Cleaned category P75,High,UPDATE SITE,Retain the established ETi standard hood tier.
🏎️ MITSUBISHI,ETi Mitsubishi EVO 8/9 Voltex Carbon Fiber Hood,All variants,8,Hood Standard,0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0,Hood — Standard,170.0,133.0,16.0,73.0,73.0,73.0,Cleaned category P75,High,UPDATE SITE,Retain the established ETi standard hood tier.
🏎️ MITSUBISHI,ETi Mitsubishi EVO 8/9 Monster Carbon Fiber Hood,All variants,8,Hood Standard,0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0,Hood — Standard,170.0,133.0,16.0,73.0,73.0,73.0,Cleaned category P75,High,UPDATE SITE,Retain the established ETi standard hood tier.
🏎️ PORSCHE,Porsche Taycan ZYRT Factory Body Kit,All variants,4,Kits / Accessories / Trim,0.0/0.0/0.0/0.0,Kits / Accessories / Trim,,,,,,,Manual review,Manual,REVIEW,Body kit / Accessory / Trim requiring manual configuration.
🏎️ PORSCHE,Porsche Taycan Factory Body Kit,All variants,18,Kits / Accessories / Trim,0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0,Kits / Accessories / Trim,,,,,,,Manual review,Manual,REVIEW,Body kit / Accessory / Trim requiring manual configuration.
🏎️ PORSCHE,Porsche Panamera 2015 ETi Body Kit,All variants,6,Kits / Accessories / Trim,0.0/0.0/0.0/0.0/0.0/0.0,Kits / Accessories / Trim,,,,,,,Manual review,Manual,REVIEW,Body kit / Accessory / Trim requiring manual configuration.
🏎️ PORSCHE,Porsche Euro Hour Conversion Body Kit,All variants,10,Kits / Accessories / Trim,0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0,Kits / Accessories / Trim,,,,,,,Manual review,Manual,REVIEW,Body kit / Accessory / Trim requiring manual configuration.
🏎️ PORSCHE,Porsche ETi GT1 Sold As Kit Body Kit,All variants,1,Kits / Accessories / Trim,0.0,Kits / Accessories / Trim,,,,,,,Manual review,Manual,REVIEW,Body kit / Accessory / Trim requiring manual configuration.
🏎️ PORSCHE,Porsche Cayenne Lumma Wide Body Kit,All variants,1,Kits / Accessories / Trim,0.0,Kits / Accessories / Trim,,,,,,,Manual review,Manual,REVIEW,Body kit / Accessory / Trim requiring manual configuration.
🏎️ PORSCHE,Porsche Cayenne Fairy Design Sold As Kit Body Kit,All variants,1,Kits / Accessories / Trim,0.0,Kits / Accessories / Trim,,,,,,,Manual review,Manual,REVIEW,Body kit / Accessory / Trim requiring manual configuration.
🏎️ PORSCHE,Porsche 997 Prior Design Full Kit Body Kit,All variants,5,Kits / Accessories / Trim,0.0/0.0/0.0/0.0/0.0,Kits / Accessories / Trim,,,,,,,Manual review,Manual,REVIEW,Body kit / Accessory / Trim requiring manual configuration.
🏎️ PORSCHE,Porsche 996 GT3 RS Body Kit,All variants,4,Kits / Accessories / Trim,0.0/0.0/0.0/0.0,Kits / Accessories / Trim,,,,,,,Manual review,Manual,REVIEW,Body kit / Accessory / Trim requiring manual configuration.
🏎️ PORSCHE,PORSCHE 991.2 Carrera 2017 GT3 RS ETi Body Kit,All variants,9,Kits / Accessories / Trim,0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0,Kits / Accessories / Trim,,,,,,,Manual review,Manual,REVIEW,Body kit / Accessory / Trim requiring manual configuration.
🏎️ PORSCHE,Porsche 986/987 Cayman TechArt Wide Body Sold As Kit Body Kit,All variants,1,Kits / Accessories / Trim,0.0,Kits / Accessories / Trim,,,,,,,Manual review,Manual,REVIEW,Body kit / Accessory / Trim requiring manual configuration.
🏎️ PORSCHE,Porsche 986/987 Cayman Spyder Body Kit,All variants,13,Kits / Accessories / Trim,0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0,Kits / Accessories / Trim,,,,,,,Manual review,Manual,REVIEW,Body kit / Accessory / Trim requiring manual configuration.
🏎️ PORSCHE,Porsche 986/987 Cayman GT3 RS Body Kit,All variants,5,Kits / Accessories / Trim,0.0/0.0/0.0/0.0/0.0,Kits / Accessories / Trim,,,,,,,Manual review,Manual,REVIEW,Body kit / Accessory / Trim requiring manual configuration.
